Mapped labels: spam->1, ham->0.
Replaced long strings of numbers and dashes with a unique word.
Replaced 5 digit numbers with a unique word.
Replaced monetary amounts with a unique word.
Vectorized data with binary BoW.

Split data.

Performing a grid hyperparameter search with Stratified K-Fold cross validation
      Iter       Train Loss   Remaining Time 
       300           0.0011            2.98m
       400           0.0002            2.44m
       500           0.0001            1.94m
       600           0.0000            1.46m
       700           0.0000            1.04m
       800           0.0000           40.05s
       900           0.0000           19.42s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6414            2.69m
         2           0.5619            2.59m
         3           0.5067            2.64m
         4           0.4634            2.68m
         5           0.4284            2.66m
         6           0.3993            2.69m
         7           0.3750            2.70m
         8           0.3528            2.70m
         9           0.3344            2.66m
        10           0.3186            2.65m
        20           0.2147            2.43m
        30           0.1660            2.28m
        40           0.1244            2.19m
        50           0.1019            2.14m
        60           0.0886            2.11m
        70           0.0814            2.07m
        80           0.0760            2.01m
        90           0.0721            1.98m
       100           0.0658            1.98m
       200           0.0424            1.49m
       300           0.0291           59.37s
       400           0.0204           29.41s
       500           0.0146            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6361            4.79m
         2           0.5961            4.76m
         3           0.5599            4.89m
         4           0.5284            4.91m
         5           0.4997            4.89m
         6           0.4745            4.87m
         7           0.4525            4.90m
         8           0.4326            4.90m
         9           0.4154            4.89m
        10           0.3996            4.87m
        20           0.3076            4.82m
        30           0.2773            4.76m
        40           0.2597            4.71m
        50           0.2464            4.63m
        60           0.2356            4.47m
        70           0.2239            4.34m
        80           0.2133            4.22m
        90           0.2031            4.18m
       100           0.1946            4.15m
       200           0.1249            3.70m
       300           0.0842            3.34m
       400           0.0574            2.92m
       500           0.0402            2.43m
       600           0.0284            1.95m
       700           0.0203            1.46m
       800           0.0146           59.38s
       900           0.0104           30.07s
      1000           0.0075            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5784            6.84m
         2           0.5031            6.54m
         3           0.4476            6.27m
         4           0.4030            6.07m
         5           0.3656            5.86m
         6           0.3379            5.76m
         7           0.3183            5.87m
         8           0.3064            6.08m
         9           0.2983            6.20m
        10           0.2865            6.28m
        20           0.2450            5.97m
        30           0.2203            5.73m
        40           0.1981            5.48m
        50           0.1735            5.34m
        60           0.1549            5.31m
        70           0.1393            5.24m
        80           0.1268            5.24m
        90           0.1146            5.17m
       100           0.1012            5.10m
       200           0.0424            4.35m
       300           0.0194            3.80m
       400           0.0092            3.26m
       500           0.0043            2.69m
       600           0.0021            2.13m
       700           0.0010            1.59m
       800           0.0005            1.05m
       900           0.0002           31.02s
      1000           0.0001            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4947            4.25m
         2           0.3924            4.18m
         3           0.3389            4.21m
         4           0.3105            4.23m
         5           0.2923            4.26m
         6           0.2869            4.28m
         7           0.2723            4.46m
         8           0.2697            4.62m
         9           0.2671            4.68m
        10           0.2645            4.60m
        20           0.2091            4.57m
        30           0.1643            4.47m
        40           0.1301            4.40m
        50           0.1040            4.29m
        60           0.0860            4.20m
        70           0.0727            4.18m
        80           0.0618            4.18m
        90           0.0522            4.15m
       100           0.0408            4.14m
       200           0.0080            3.63m
       300           0.0017            3.00m
       400           0.0004            2.45m
       500           0.0001            1.94m
       600           0.0000            1.45m
       700           0.0000            1.04m
       800           0.0000           39.95s
       900           0.0000           19.37s
      1000           0.0000            0.00s
         4           0.3059            4.44m
         5           0.2955            4.41m
         6           0.2784            4.41m
         7           0.2668            4.40m
         8           0.2642            4.39m
         9           0.2616            4.36m
        10           0.2590            4.33m
        20           0.1882            4.25m
        30           0.1469            4.18m
        40           0.1289            4.12m
        50           0.1028            4.08m
        60           0.0889            4.04m
        70           0.0695            4.02m
        80           0.0603            3.97m
        90           0.0500            3.92m
       100           0.0423            3.88m
       200           0.0096            3.39m
       300           0.0022            2.85m
       400           0.0005            2.35m
       500           0.0001            1.85m
       600           0.0000            1.40m
       700           0.0000            1.00m
       800           0.0000           38.67s
       900           0.0000           18.81s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6382           31.01s
         2           0.5593           30.24s
         3           0.5002           37.08s
         4           0.4554           39.76s
         5           0.4194           39.96s
         6           0.3895           40.62s
         7           0.3643           40.12s
         8           0.3427           41.40s
         9           0.3232           40.76s
        10           0.3066           40.82s
        20           0.2096           33.37s
        30           0.1592           27.88s
        40           0.1143           24.74s
        50           0.0939           21.27s
        60           0.0841           16.42s
        70           0.0772           12.10s
        80           0.0715            8.15s
        90           0.0652            4.08s
       100           0.0613            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6354            3.58m
         2           0.5944            3.44m
         3           0.5586            3.22m
         4           0.5261            3.12m
         5           0.4979            2.99m
         6           0.4722            2.95m
         7           0.4479            2.91m
         8           0.4273            2.88m
         9           0.4074            2.90m
        10           0.3910            2.90m
        20           0.2930            2.97m
        30           0.2614            2.85m
        40           0.2457            2.75m
        50           0.2301            2.86m
        60           0.2168            3.04m
        70           0.2034            3.10m
        80           0.1923            3.14m
        90           0.1836            3.11m
       100           0.1750            2.99m
       200           0.1093            1.97m
       300           0.0693            1.26m
       400           0.0462           36.59s
       500           0.0308            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4599            6.11m
         2           0.3733            5.58m
         3           0.3200            5.47m
         4           0.2824            5.52m
         5           0.2559            5.39m
         6           0.2301            5.32m
         7           0.2059            5.11m
         8           0.1924            5.02m
         9           0.1774            5.01m
        10           0.1659            4.98m
        20           0.0818            4.76m
        30           0.0463            4.28m
        40           0.0340            3.81m
        50           0.0257            3.51m
        60           0.0215            3.29m
        70           0.0181            3.11m
        80           0.0155            2.96m
        90           0.0128            2.84m
       100           0.0113            2.74m
       200           0.0035            1.93m
       300           0.0015            1.28m
       400           0.0006           39.82s
       500           0.0003            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5760            7.81m
         2           0.4970            7.95m
         3           0.4392            7.84m
         4           0.3951            8.12m
         5           0.3606            8.01m
         6           0.3350            7.87m
         7           0.3126            7.80m
         8           0.3042            7.75m
         9           0.2915            7.73m
        10           0.2794            7.59m
        20           0.2389            7.14m
        30           0.2085            6.87m
        40           0.1789            6.91m
        50           0.1613            6.79m
        60           0.1426            6.66m
        70           0.1267            6.53m
        80           0.1129            6.41m
        90           0.1011            6.28m
       100           0.0909            6.17m
       200           0.0339            5.32m
       300           0.0142            4.64m
       400           0.0061            4.00m
       500           0.0026            3.34m
       600           0.0011            2.71m
       700           0.0005            1.96m
       800           0.0002            1.27m
       900           0.0001           37.11s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5019            4.93m
         2           0.4021            4.83m
         3           0.3455            5.10m
         4           0.3099            5.20m
         5           0.2983            5.22m
         6           0.2792            5.14m
         7           0.2758            5.13m
         8           0.2733            5.06m
         9           0.2708            5.00m
        10           0.2683            5.12m
        20           0.2139            4.79m
        30           0.1745            4.63m
        40           0.1375            4.43m
        50           0.1134            4.27m
        60           0.0976            4.11m
        70           0.0827            3.99m
        80           0.0696            3.89m
        90           0.0568            3.81m
       100           0.0500            3.73m
       200           0.0104            3.09m
       300           0.0027            2.56m
       400           0.0007            2.05m
       500           0.0002            1.61m
       600           0.0000            1.24m
       700           0.0000           53.98s
       800           0.0000           35.21s
       900           0.0000           17.08s
      1000           0.0000            0.00s

Removing data/processed/*
Removing data/split/train/*
Removing data/split/test/*
Processed and split data files removed.

